categories,employmentTypes,metadata_expiryDate,metadata_isPostedOnBehalf,metadata_jobPostId,metadata_newPostingDate,metadata_originalPostingDate,metadata_repostCount,metadata_totalNumberJobApplication,metadata_totalNumberOfView,minimumYearsExperience,numberOfVacancies,occupationId,positionLevels,postedCompany_name,salary_maximum,salary_minimum,salary_type,status_id,status_jobStatus,title
"[{""id"":11,""category"":""Engineering""},{""id"":21,""category"":""Information Technology""},{""id"":25,""category"":""Manufacturing""},{""id"":31,""category"":""Purchasing / Merchandising""},{""id"":41,""category"":""Others""}]",Permanent,29/4/2023,FALSE,MCF-2023-0057603,8/4/2023,20/1/2023,2,0,53,1,2,,Senior Executive,RECRUITFLASH PTE. LTD.,3800,2800,Monthly,0,Closed,Parts Advisor / Parts Coordinator ( Junior / Entry level )
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274221,8/4/2023,8/4/2023,0,23,130,2,1,,Senior Executive,TALENT TRADER GROUP PTE. LTD.,4000,3000,Monthly,0,Closed,Operation Executive / Vessels / Port
"[{""id"":11,""category"":""Engineering""}]",Permanent,8/6/2023,FALSE,MCF-2023-0172794,9/5/2023,3/3/2023,2,36,744,0,1,,Fresh/entry level,ADVARIO ASIA PACIFIC PTE. LTD.,4500,3500,Monthly,0,Closed,Project Engineer
"[{""id"":26,""category"":""Marketing / Public Relations""}]",Permanent,29/4/2023,FALSE,MCF-2023-0274393,8/4/2023,8/4/2023,0,3,54,4,1,,Senior Executive,TRITON AI PTE. LTD.,5800,4000,Monthly,0,Closed,"Investor Relations, Senior Executive (Marcomms, Real Estate)"
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274251,8/4/2023,8/4/2023,0,3,40,3,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,4000,3000,Monthly,0,Closed,Transportation Executive -  East / Logistics MNC
"[{""id"":21,""category"":""Information Technology""}]",Contract,22/4/2023,FALSE,MCF-2023-0274412,8/4/2023,8/4/2023,0,1,61,5,7,,Professional,TECHNOPALS PTE. LTD.,9900,5000,Monthly,0,Closed,SAP Consultant
"[{""id"":21,""category"":""Information Technology""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274317,8/4/2023,8/4/2023,0,7,53,3,1,,Senior Executive,THE TALENT NETWORK PRIVATE LIMITED,5800,5500,Monthly,0,Closed,"IT Business Application System Analyst ( Project Management In-House Role ) - $ 5,800.00 + Attractive Bonuses - Central Area"
"[{""id"":15,""category"":""F&B""}]",Full Time,8/5/2023,FALSE,MCF-2022-0779902,8/4/2023,10/10/2022,2,14,165,2,1,,Junior Executive,LATTERIA PTE. LTD.,3900,2800,Monthly,0,Closed,Bartender
"[{""id"":11,""category"":""Engineering""},{""id"":25,""category"":""Manufacturing""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274039,8/4/2023,8/4/2023,0,1,38,5,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,6500,5000,Monthly,0,Closed,Quality Specialist (F&B Manufacturing MNC)
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":13,""category"":""Environment / Health""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274206,8/4/2023,8/4/2023,0,2,33,2,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,4300,3800,Monthly,0,Closed,"Documentation Specialist (LC, Shipping Documents) / Global MNC / Central"
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":35,""category"":""Sales / Retail""}]",Temporary,8/5/2023,FALSE,MCF-2023-0274066,8/4/2023,8/4/2023,0,0,28,2,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,2300,1800,Monthly,0,Closed,Medical Sales Promoter (1 year Contract) - Attractive Remuneration Package
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""},{""id"":26,""category"":""Marketing / Public Relations""},{""id"":41,""category"":""Others""}]",Contract,8/5/2023,FALSE,MCF-2023-0274246,8/4/2023,8/4/2023,0,6,90,0,4,,Fresh/entry level,MINDFLEX EDUCATION PTE. LTD.,3500,2500,Monthly,0,Closed,IMMEDIATE HIRING Full-Time Tuition Coordinator (Fun Environment) #SGUnitedJobs
"[{""id"":8,""category"":""Customer Service""},{""id"":21,""category"":""Information Technology""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274201,8/4/2023,8/4/2023,0,6,53,2,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,3300,2500,Monthly,0,Closed,Customer Service Executive (Order Processing) / East / IT MNC
"[{""id"":15,""category"":""F&B""}]",Full Time,22/6/2023,FALSE,MCF-2023-0183483,23/5/2023,8/3/2023,2,3,113,2,2,,Non-executive,LATTERIA PTE. LTD.,3800,2600,Monthly,0,Closed,Chef de Partie
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""},{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""},{""id"":26,""category"":""Marketing / Public Relations""}]",Contract,8/5/2023,FALSE,MCF-2023-0274247,8/4/2023,8/4/2023,0,1,43,0,4,,Fresh/entry level,MINDFLEX EDUCATION PTE. LTD.,1200,1000,Monthly,0,Closed,Operations & Marketing Intern (FUN Environment)
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""},{""id"":26,""category"":""Marketing / Public Relations""},{""id"":41,""category"":""Others""}]",Contract,8/5/2023,FALSE,MCF-2023-0274244,8/4/2023,8/4/2023,0,6,78,0,4,,Fresh/entry level,MINDFLEX EDUCATION PTE. LTD.,3500,2500,Monthly,0,Closed,"IMMEDIATE HIRING Operations & Admin Executive (Education Business, Fun Environment) #SGUnitedJobs"
"[{""id"":28,""category"":""Personal Care / Beauty""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274425,8/4/2023,8/4/2023,0,0,36,2,2,,Non-executive,ALPHA WORLD PTE. LTD.,4000,3500,Monthly,0,Closed,Spa therapist
"[{""id"":11,""category"":""Engineering""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274302,8/4/2023,8/4/2023,0,13,122,7,1,,Manager,SINGMAR ENGINEERING AND LOGISTICS PTE. LTD.,4500,4000,Monthly,0,Closed,PROJECT ENGINEER
"[{""id"":15,""category"":""F&B""}]",Full Time,8/5/2023,FALSE,MCF-2022-0885777,8/4/2023,12/11/2022,2,2,141,2,1,,Non-executive,STYLEZ PTE. LTD.,4500,2800,Monthly,0,Closed,Izakaya Chef (Japanese Cuisine)
"[{""id"":21,""category"":""Information Technology""}]",Full Time,21/6/2023,FALSE,MCF-2023-0274259,7/6/2023,8/4/2023,2,1,90,3,2,,Professional,JJ CONSULTING SERVICES,7000,5000,Monthly,0,Closed,Full Stack Developer
"[{""id"":15,""category"":""F&B""}]",Full Time,22/4/2023,FALSE,MCF-2023-0274264,8/4/2023,8/4/2023,0,0,33,7,2,,Professional,SYED CAFE PTE. LTD.,5500,3200,Monthly,0,Closed,COOK
"[{""id"":41,""category"":""Others""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274394,8/4/2023,8/4/2023,0,10,105,1,1,,Middle Management,FAIRFIELD METHODIST CHURCH,4500,3500,Monthly,0,Closed,PASTORAL TEAM MEMBER (PASTORAL CARE & OUTREACH)
"[{""id"":4,""category"":""Architecture / Interior Design""},{""id"":9,""category"":""Design""},{""id"":11,""category"":""Engineering""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274347,8/4/2023,8/4/2023,0,10,138,1,1,,Executive,COSMOS RECRUIT PTE. LTD.,5000,3000,Monthly,0,Closed,Product Designer
"[{""id"":10,""category"":""Education and Training""},{""id"":41,""category"":""Others""}]",Contract,8/5/2023,FALSE,MCF-2023-0274406,8/4/2023,8/4/2023,0,5,102,2,1,,Professional,LEARNING POINT KIDS PTE. LTD.,700,500,Monthly,0,Closed,"Secondary English Teacher (Part Time, Saturday)"
"[{""id"":13,""category"":""Environment / Health""},{""id"":25,""category"":""Manufacturing""}]",Permanent,15/4/2023,FALSE,MCF-2023-0274079,8/4/2023,8/4/2023,0,6,46,3,1,,Executive,RECRUITPEDIA PTE. LTD.,7000,5000,Monthly,0,Closed,HSE Engineer (Manufacturing MNC)
"[{""id"":21,""category"":""Information Technology""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274231,8/4/2023,8/4/2023,0,202,812,5,2,,Middle Management,OTTOMAN GAMES PTE. LTD.,12000,7500,Monthly,0,Closed,Operation Manager
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,8/5/2023,FALSE,MCF-2023-0181232,8/4/2023,7/3/2023,1,16,327,2,2,,Executive,TABP GROUP,5500,3500,Monthly,0,Closed,Administrative Executive
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274216,8/4/2023,8/4/2023,0,4,100,2,1,,Fresh/entry level,RMZ BTS RIG SERVICES PTE. LTD.,2300,1800,Monthly,0,Closed,Admin / Accounts asst.
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Permanent,8/6/2023,FALSE,MCF-2023-0180363,9/5/2023,7/3/2023,2,9,195,1,1,,Non-executive,SINGAPORE POST LIMITED,2700,2200,Monthly,0,Closed,Senior Finance Officer
"[{""id"":35,""category"":""Sales / Retail""}]",Full Time,22/4/2023,FALSE,MCF-2023-0274270,8/4/2023,8/4/2023,0,45,228,4,2,,Manager,ASHMI MINIMART PTE. LTD.,7800,5800,Monthly,0,Closed,Assistant Operations Manager
"[{""id"":8,""category"":""Customer Service""},{""id"":27,""category"":""Medical / Therapy Services""},{""id"":28,""category"":""Personal Care / Beauty""},{""id"":35,""category"":""Sales / Retail""},{""id"":41,""category"":""Others""}]",Full Time,20/7/2023,FALSE,MCF-2023-0274340,20/6/2023,8/4/2023,2,3,161,1,4,,Non-executive,CAL CONCEPT & LIFESTYLE PTE. LTD.,7500,3000,Monthly,0,Re-open,Beauty Therapist
"[{""id"":35,""category"":""Sales / Retail""}]",Full Time,29/4/2023,FALSE,MCF-2023-0274385,8/4/2023,8/4/2023,0,0,26,2,2,,Executive,HOUSE OF HUNG (PRIVATE) LIMITED,3500,2800,Monthly,0,Closed,Wedding Band Specialist
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Contract,8/5/2023,FALSE,MCF-2023-0274235,8/4/2023,8/4/2023,0,1,38,2,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,3300,3000,Monthly,0,Closed,Logistics Executive - Retail Industry /Central  (1 year renewable contract)
"[{""id"":15,""category"":""F&B""}]",Full Time,8/5/2023,FALSE,MCF-2022-0885780,8/4/2023,12/11/2022,2,4,154,2,2,,Manager,STYLEZ PTE. LTD.,5000,3500,Monthly,0,Closed,Assistant Service Manager@Japanese Restaurant
"[{""id"":6,""category"":""Building and Construction""},{""id"":11,""category"":""Engineering""}]",Permanent,22/4/2023,FALSE,MCF-2023-0274113,8/4/2023,8/4/2023,0,2,153,1,2,,Executive,KELLER FOUNDATIONS (S E ASIA) PTE LTD,4500,3500,Monthly,0,Closed,Site Engineer
"[{""id"":11,""category"":""Engineering""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274047,8/4/2023,8/4/2023,0,2,46,5,1,,Executive,RECRUITPEDIA PTE. LTD.,5500,3500,Monthly,0,Closed,Maintenance Engineer (PLC) MNC
"[{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":25,""category"":""Manufacturing""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274034,8/4/2023,8/4/2023,0,10,69,0,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,4000,2800,Monthly,0,Closed,Buyer (No Experience Needed) Manufacturing MNC
"[{""id"":17,""category"":""General Work""},{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274051,8/4/2023,8/4/2023,0,3,66,1,1,,Fresh/entry level,RECRUITPEDIA PTE. LTD.,2100,1800,Monthly,0,Closed,Warehouse Assistant - Health & Wellness MNC
"[{""id"":8,""category"":""Customer Service""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,15/4/2023,FALSE,MCF-2023-0274075,8/4/2023,8/4/2023,0,0,23,1,1,,Non-executive,RECRUITPEDIA PTE. LTD.,5000,2000,Monthly,0,Closed,Senior Client Advisor (Luxury Retail MNC)
"[{""id"":20,""category"":""Human Resources""}]",Permanent,15/4/2023,FALSE,MCF-2023-0274086,8/4/2023,8/4/2023,0,1,23,4,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,4500,4000,Monthly,0,Closed,Senior HR Executive (Business Partnering) Alternate Saturday
"[{""id"":11,""category"":""Engineering""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274046,8/4/2023,8/4/2023,0,3,50,5,1,,Executive,RECRUITPEDIA PTE. LTD.,5500,3500,Monthly,0,Closed,Maintenance Engineer (F&B Manufacturing MNC)
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,15/4/2023,FALSE,MCF-2023-0274080,8/4/2023,8/4/2023,0,3,39,3,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,2400,1800,Monthly,0,Closed,Admin & Accounts Assistant (Medical MNC)
"[{""id"":11,""category"":""Engineering""},{""id"":36,""category"":""Sciences / Laboratory / R&D""}]",Permanent,29/4/2023,FALSE,MCF-2023-0274390,8/4/2023,8/4/2023,0,6,80,0,1,,Fresh/entry level,TRITON AI PTE. LTD.,2000,1600,Monthly,0,Closed,"Shift Process Technician (Jurong Island, Chemical Plant)"
"[{""id"":11,""category"":""Engineering""},{""id"":25,""category"":""Manufacturing""},{""id"":33,""category"":""Repair and Maintenance""},{""id"":36,""category"":""Sciences / Laboratory / R&D""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274397,8/4/2023,8/4/2023,0,19,185,3,1,,Executive,SQ4.0 PTE. LTD.,6000,3000,Monthly,0,Closed,Equipment Engineer
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":22,""category"":""Insurance""}]",Contract,8/5/2023,FALSE,MCF-2023-0274070,8/4/2023,8/4/2023,0,7,92,2,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,5500,4000,Monthly,0,Closed,Accounts Executive (AP) (Insurance MNC)
"[{""id"":10,""category"":""Education and Training""}]",Full Time,8/5/2023,FALSE,MCF-2023-0003805,8/4/2023,3/1/2023,1,13,165,3,2,,Executive,CONCEPT FIRST LEARNING CENTRE PTE. LTD.,4500,3500,Monthly,0,Closed,Physics/Math Tutor
"[{""id"":34,""category"":""Risk Management""}]",Full Time,15/4/2023,FALSE,MCF-2023-0274072,8/4/2023,8/4/2023,0,3,38,3,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,6000,5000,Monthly,0,Closed,Senior Risk Analyst (Commodity MNC)
"[{""id"":41,""category"":""Others""}]",Full Time,22/4/2023,TRUE,MCF-2023-0274373,8/4/2023,8/4/2023,0,2,28,2,5,,Junior Executive,ACC MANAGEMENT CONSULTANCY,4900,2600,Monthly,0,Closed,Supervisor
"[{""id"":8,""category"":""Customer Service""},{""id"":35,""category"":""Sales / Retail""},{""id"":42,""category"":""Wholesale Trade""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274011,8/4/2023,8/4/2023,0,5,90,4,1,,Professional,MAP ACTIVE SINGAPORE PTE. LTD.,5000,4000,Monthly,0,Closed,"Wholesales, Associate Manager"
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274353,8/4/2023,8/4/2023,0,3,96,3,1,,Manager,AVETICS GLOBAL PTE. LTD.,3500,2500,Monthly,0,Closed,Inventory Manager
"[{""id"":25,""category"":""Manufacturing""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274344,8/4/2023,8/4/2023,0,1,52,2,1,,Executive,CHOP HENG LONG INTERIOR DESIGN & RENOVATION,4800,4200,Monthly,0,Closed,Carpentry supervisor
"[{""id"":21,""category"":""Information Technology""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274021,8/4/2023,8/4/2023,0,28,243,1,5,,Professional,ACCELLION PTE LTD,9000,4000,Monthly,0,Closed,Front End Engineer
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Permanent,18/6/2023,FALSE,MCF-2023-0159660,19/5/2023,28/2/2023,2,8,129,1,3,,Professional,ST LUKE'S HOSPITAL,4300,2500,Monthly,0,Closed,Staff Nurse (Inpatient)
"[{""id"":21,""category"":""Information Technology""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274022,8/4/2023,8/4/2023,0,20,251,1,4,,Professional,ACCELLION PTE LTD,11000,4000,Monthly,0,Closed,Software Engineer (Applications)
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274018,8/4/2023,8/4/2023,0,19,324,2,2,,Fresh/entry level,ARTHUR CONSULTING PTE. LTD.,2500,1800,Monthly,0,Closed,Accounts Assistant
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":5,""category"":""Banking and Finance""},{""id"":35,""category"":""Sales / Retail""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274016,8/4/2023,8/4/2023,0,25,258,4,1,,Professional,MAP ACTIVE SINGAPORE PTE. LTD.,6000,5000,Monthly,0,Closed,"FP&A Analyst, Associate Manager"
"[{""id"":21,""category"":""Information Technology""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274019,8/4/2023,8/4/2023,0,13,165,3,3,,Professional,ACCELLION PTE LTD,12000,6000,Monthly,0,Closed,Senior Web Developer
"[{""id"":15,""category"":""F&B""},{""id"":16,""category"":""General Management""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274423,8/4/2023,8/4/2023,0,3,72,2,4,,Executive,TACHIHARA SINGAPORE PTE. LTD.,3600,2500,Monthly,0,Closed,MANAGEMENT TRAINEE
"[{""id"":16,""category"":""General Management""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274003,8/4/2023,8/4/2023,0,12,91,5,1,,Manager,TRITON AI PTE. LTD.,11000,9000,Monthly,0,Closed,Project Manager (SAFem / CSM)
"[{""id"":11,""category"":""Engineering""},{""id"":25,""category"":""Manufacturing""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274416,8/4/2023,8/4/2023,0,5,76,3,4,,Senior Executive,TRUST RECRUIT PTE. LTD.,4000,3500,Monthly,0,Closed,Quality Executive (East/ Manufacturing/ Pharmaceutical/ Electronic Semicon) Up to 4K CSY
"[{""id"":20,""category"":""Human Resources""}]",Permanent,15/4/2023,FALSE,MCF-2023-0274106,8/4/2023,8/4/2023,0,10,78,5,1,,Manager,RECRUITPEDIA PTE. LTD.,6800,5500,Monthly,0,Closed,Assistant HR Manager (Timesoft) / Global MNC / West
"[{""id"":21,""category"":""Information Technology""}]",Full Time,11/6/2023,FALSE,MCF-2023-0274020,12/5/2023,8/4/2023,1,7,189,1,1,,Professional,ACCELLION PTE LTD,8000,4000,Monthly,0,Closed,DevOps Engineer
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,8/5/2023,FALSE,MCF-2023-0061640,8/4/2023,25/1/2023,2,20,420,2,1,,Junior Executive,SINGAPORE POST LIMITED,3500,2800,Monthly,0,Closed,"Executive, Sales Account Servicing"
"[{""id"":11,""category"":""Engineering""},{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,29/4/2023,FALSE,MCF-2023-0274381,8/4/2023,8/4/2023,0,7,64,5,1,,Senior Executive,TRITON AI PTE. LTD.,6100,5000,Monthly,0,Closed,"Senior Procurement Engineer, Direct (Chemical Manufacturing Plant)"
"[{""id"":3,""category"":""Advertising / Media""},{""id"":14,""category"":""Events / Promotions""},{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Permanent,8/5/2023,FALSE,MCF-2023-0162993,8/4/2023,1/3/2023,1,36,394,5,1,,Manager,ST LUKE'S HOSPITAL,8000,5000,Monthly,0,Closed,"Manager, Fundraising & Volunteer Management"
"[{""id"":8,""category"":""Customer Service""},{""id"":15,""category"":""F&B""},{""id"":19,""category"":""Hospitality""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274421,8/4/2023,8/4/2023,0,7,59,3,2,,Senior Executive,BAYS CONNECTIONS PTE. LTD.,4500,3000,Monthly,0,Closed,Assistant Manager
"[{""id"":25,""category"":""Manufacturing""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,9/5/2023,FALSE,MCF-2023-0274310,2/5/2023,8/4/2023,2,7,61,1,1,,Junior Executive,ATOMRECRUIT PTE. LTD.,5000,4000,Monthly,0,Closed,Sale Executive (Serve existing Customers)
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""}]",Contract,8/5/2023,FALSE,MCF-2023-0274276,8/4/2023,8/4/2023,0,3,48,1,1,,Junior Executive,STAFFLINK SERVICES PRIVATE LIMITED,2800,2000,Monthly,0,Closed,Sales Coordinator (contract to cover maternity)
"[{""id"":15,""category"":""F&B""}]",Full Time,8/5/2023,TRUE,MCF-2023-0274254,8/4/2023,8/4/2023,0,1,48,5,3,,Executive,ORIENTAL EMPLOYMENT PTE. LTD.,4600,3000,Monthly,0,Closed,Operation Supervisor
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274238,8/4/2023,8/4/2023,0,2,41,5,1,,Executive,RECRUITPEDIA PTE. LTD.,6000,4000,Monthly,0,Closed,Executive Assistant - Newsletter / Manufacturing MNC ( West )
"[{""id"":31,""category"":""Purchasing / Merchandising""}]",Contract,8/5/2023,FALSE,MCF-2023-0274404,8/4/2023,8/4/2023,0,2,27,1,4,,Junior Executive,TRUST RECRUIT PTE. LTD.,3100,2500,Monthly,0,Closed,Purchasing Officer (West/ 2 year contract/ SAP/ Oracle) Up to 3.1K + AWS + VB CSY
"[{""id"":12,""category"":""Entertainment""},{""id"":15,""category"":""F&B""}]",Full Time,29/4/2023,FALSE,MCF-2023-0274329,8/4/2023,8/4/2023,0,3,79,10,1,,Fresh/entry level,TIN BOX GROUP SINGAPORE PTE. LTD.,7000,5000,Monthly,0,Closed,PERFORMING ARTISTE
"[{""id"":21,""category"":""Information Technology""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274213,8/4/2023,8/4/2023,0,2,39,5,1,,Professional,RECRUITPEDIA PTE. LTD.,8500,5500,Monthly,0,Closed,Regional Network Engineer (CCNP) / West / Global MNC
"[{""id"":4,""category"":""Architecture / Interior Design""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274205,8/4/2023,8/4/2023,0,3,89,3,2,,Middle Management,REGIMEN PROJECT MASTER PTE. LTD.,5000,3000,Monthly,0,Closed,ARCHITECTURE INTERIOR DESIGNER
"[{""id"":20,""category"":""Human Resources""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274243,8/4/2023,8/4/2023,0,6,51,6,1,,Manager,RECRUITPEDIA PTE. LTD.,9000,8500,Monthly,0,Closed,Senior Compensation & Benefits Manager - North
"[{""id"":8,""category"":""Customer Service""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274320,8/4/2023,8/4/2023,0,9,76,1,3,,Junior Executive,THE TALENT NETWORK PRIVATE LIMITED,2800,2600,Monthly,0,Closed,"Customer Service Officer ( Face To Face ) - Up To $ 2,800.00 / MNC/ Central Area, 4 Days Work Week (Include Weekend), Office Hour"
"[{""id"":41,""category"":""Others""}]",Full Time,8/5/2023,TRUE,MCF-2023-0274278,8/4/2023,8/4/2023,0,6,88,3,3,,Manager,BOSEN HR PTE. LTD.,7500,3800,Monthly,0,Closed,Area Manager
"[{""id"":8,""category"":""Customer Service""},{""id"":11,""category"":""Engineering""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,29/4/2023,FALSE,MCF-2023-0274286,8/4/2023,8/4/2023,0,8,101,2,1,,Junior Executive,CE-TEST & MEASUREMENT (S) PTE. LTD.,4000,3000,Monthly,0,Closed,"Inside Sales Support Engineer, Calibration Services"
"[{""id"":8,""category"":""Customer Service""},{""id"":35,""category"":""Sales / Retail""}]",Part Time,8/5/2023,FALSE,MCF-2023-0061491,8/4/2023,25/1/2023,1,22,423,1,2,,Fresh/entry level,TINTIN SINGAPORE PTE. LTD.,2300,2000,Monthly,0,Closed,Retail assistant
"[{""id"":11,""category"":""Engineering""}]",Permanent,8/6/2023,FALSE,MCF-2023-0274403,9/5/2023,8/4/2023,1,14,179,1,2,,Non-executive,SINGAPORE POST LIMITED,3400,2500,Monthly,0,Closed,"Associate Engineer, Engineering Maintenance"
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,20/6/2023,FALSE,MCF-2023-0155948,21/5/2023,27/2/2023,2,28,474,1,1,,Non-executive,HYGIEIA WAREWASHING PTE. LTD.,2300,1800,Monthly,0,Closed,HR and Administrative assistant
"[{""id"":15,""category"":""F&B""}]",Full Time,22/4/2023,TRUE,MCF-2023-0274392,8/4/2023,8/4/2023,0,1,33,3,1,,Executive,BALI EMPLOYMENT AGENCY,3900,2500,Monthly,0,Closed,Chef
